grad_norm,loss,loss_q0,loss_q1,loss_q2,loss_q3,mse,mse_q0,mse_q1,mse_q2,mse_q3,param_norm,samples,step,vb,vb_q0,vb_q1,vb_q2,vb_q3
1.6468682385639584,1.0137271881103516,1.0293513933817542,1.006370620294051,1.0106631596883136,1.0115141173203785,1.0005613565444946,1.0034816424051924,0.9989484277638523,1.0012631058692931,0.9989906549453735,89.67426325246241,512,0,0.013165883719921112,0.025869757185379663,0.007422183894298294,0.00940004251897335,0.012523454381152987
1.6830181068518306,0.9646587550640106,0.9778786627751477,0.9569225081745881,0.9606747596886509,0.9632419804853899,0.9513462305068969,0.9527074443469256,0.9498940732168117,0.9518652998717729,0.9509527493108263,89.67667065011561,5632,10,0.013312548026442526,0.025171215842190946,0.007028432612116479,0.008809457974994833,0.012289233842830354
1.6372166085025515,0.86578289270401,0.893155972737109,0.8539434847343396,0.8543507130940753,0.858793661294394,0.8499819159507751,0.8572415027315218,0.8476509868380535,0.8463322603702546,0.8478526117785876,89.68762298267433,10752,20,0.015800975635647772,0.03591446654946474,0.0062924992399716615,0.00801845382588605,0.010941049676166463
1.5371716844815877,0.7659742772579192,0.8150194851415492,0.7466251516934501,0.7473368128420604,0.7513123655460288,0.746347963809967,0.7610326189370383,0.7411177691465569,0.7404534720199214,0.7416855664648255,89.70407553199918,15872,30,0.019626321643590926,0.053986867756715844,0.005507381734154791,0.006883341507513967,0.009626798279385071
1.4425107624286806,0.6554538667201996,0.6781950222282869,0.6497909629344937,0.6474715663414257,0.6458745060981008,0.6463477253913879,0.6613171464059412,0.6450091973940528,0.6414711204798593,0.6376524711477342,89.72086810742597,20992,40,0.0091061532497406,0.01687787417265608,0.004781765490770344,0.006000445941218028,0.008222034864727109
1.3471007008312705,0.5686555981636047,0.6049474066303625,0.5535762366410844,0.5576215784996746,0.559457656353881,0.5568322002887726,0.5733835101127623,0.5494999249239227,0.5524869900196792,0.5523969409829473,89.73764522835141,26112,50,0.011823405046015976,0.03156389558627718,0.004076312179677192,0.005134588578948751,0.007060715973398276
1.2523892122531028,0.48463303446769707,0.5189777204973831,0.4732902547935161,0.47446807595186447,0.47627650033682584,0.4765254378318787,0.49895781444178705,0.46980123276390684,0.4700528942914896,0.4701865838840602,89.75730784120529,31232,60,0.008107600407674907,0.020019907324846528,0.00348902233342481,0.004415181289470302,0.006089916953351346
1.1580888019400704,0.41395416557788844,0.44419486763698807,0.4010853654727705,0.40323783007879105,0.40153914565097776,0.40670838057994846,0.4287903533607232,0.39813090715466476,0.3994913025507853,0.39637938587965343,89.77981955712931,36352,70,0.007245780620723962,0.015404514543447514,0.002954458452976968,0.003746526105152,0.005159760083623988
1.0636929925889185,0.3516131103038788,0.39067220527254876,0.33591252836314106,0.33843415058576143,0.33904219222215065,0.3443051725625992,0.37210708517514324,0.33344245711704334,0.3352778490919335,0.33472357260668945,89.80457562151659,41472,80,0.007307942723855376,0.018565118733882738,0.002470070825792944,0.003156299662525549,0.004318619186938534
0.9753582589411357,0.2895978599786758,0.31102590122312873,0.2810107342854232,0.2825053720911845,0.284133799565144,0.2851256310939788,0.30135286697801567,0.2789394976850041,0.2798889584933655,0.2805124695102373,89.83200455393046,46592,90,0.004472233890555799,0.009673033445581505,0.0020712370500470425,0.002616413815913698,0.003621329705660733
0.8912235069867448,0.2424127772450447,0.2718148858764685,0.2355530550767636,0.23235447160648504,0.23314370417735977,0.2382359027862549,0.26136563567293686,0.2338185016451212,0.23021163841646708,0.23022194735749935,89.8608459998559,51712,100,0.0041768761118873956,0.010449250912249752,0.0017345535039002523,0.0021428339820344713,0.0029217566586700237
0.8062075584726196,0.21151622235774994,0.27115328736554606,0.19158534752205017,0.19282592455797562,0.19386849609705123,0.20001232624053955,0.22912815193724798,0.19017846388742324,0.1910064453376998,0.19138288330396958,89.88798104481036,56832,110,0.011503895837813617,0.04202513548688587,0.00140688365936512,0.0018194792372221713,0.0024856132890522164
0.7253645579892366,0.16832700818777085,0.1964265132651609,0.15773413039691037,0.15876896490995915,0.15787396853969946,0.16451148539781568,0.18638452493092597,0.15657248395554563,0.15727867494369394,0.15586304318520344,89.9125268669694,61952,120,0.0038155217189341784,0.010041987852138636,0.0011616458312165754,0.0014902898291093785,0.002010925184755078
0.649012725683857,0.13752420693635942,0.16454002509514493,0.1293592150571078,0.12797960498989036,0.12964615706332352,0.1341600313782692,0.15451824820898702,0.1284099577005798,0.12677598999650694,0.12798949648466326,89.93413397761367,67072,130,0.003364172915462404,0.010021777208392306,0.0009492570592900577,0.001203614926971996,0.001656660732961971
0.5786597516102094,0.10942396521568298,0.12351807961927966,0.10579766833814241,0.10465056246874342,0.10484767753582495,0.10784676969051361,0.12007731754307781,0.10501604755559281,0.10369113176468978,0.10350692446355687,89.95361160514182,72192,140,0.0015771953971125189,0.00344076242661979,0.0007816209718810331,0.0009594305510176286,0.0013407528311219796
0.5123453522724483,0.09563733115792272,0.13002281691375617,0.08535213932488699,0.08433006628404686,0.08611071599381313,0.09233636632561684,0.11854361571572922,0.08472561990877371,0.08355121705916864,0.08501916723591944,89.97149702908351,77312,150,0.0033009649603627624,0.011479201756505852,0.0006265194856696439,0.0007788490837799458,0.001091548719975566
0.4506285555730321,0.079435732960701,0.10597797810514538,0.06975506911985577,0.06907931183065681,0.06993256122805178,0.07474539577960966,0.09048105317647051,0.06924160206690418,0.06843494826636339,0.06903272443450988,89.98828354193404,82432,160,0.004690340626984835,0.015496924546455721,0.0005134672344865982,0.0006443635163809726,0.0008998368914035378
