grad_norm,loss,loss_q0,loss_q1,loss_q2,loss_q3,mse,mse_q0,mse_q1,mse_q2,mse_q3,param_norm,samples,step,vb,vb_q0,vb_q1,vb_q2,vb_q3
1.660656518977197,1.012411117553711,1.0257587783476885,1.0053927414119244,1.0064794073502226,1.0101248025894165,0.9980264902114868,0.999103423427133,0.9980403780937195,0.9973073303699493,0.9975054954227648,89.68212214071984,512,0,0.014384545385837555,0.026655353057910412,0.007352373300818726,0.009172083189090092,0.012619312264417345
1.6860004338962118,0.9726811587810517,1.0200189189477409,0.9555114724419332,0.9584225027621541,0.9589281623390895,0.9506159126758575,0.9581981092304379,0.9484743762325931,0.9494915544232234,0.9468215056534476,89.68391519765777,5632,10,0.022065259050577882,0.061820810560935295,0.00703709480026132,0.008930949114050868,0.012106654951455959
1.6382024356623397,0.8679269015789032,0.9054160338739006,0.8475786967051997,0.849768685102463,0.8614034530538952,0.8493561565876006,0.8611272484558069,0.8413677565954825,0.841966579357783,0.8503508826960692,89.6935128663294,10752,20,0.018570732790976763,0.044288787051767746,0.0062109388197092615,0.007802104987204065,0.011052567934073644
1.5406998291973106,0.754999738931656,0.7797962675183454,0.7480663372410662,0.746183139190339,0.7453389368019996,0.7442703545093536,0.7582200536076329,0.7425400250487857,0.7392697930335999,0.7358378665521743,89.71013230820645,15872,30,0.010729414597153665,0.021576211920806356,0.005526309569055836,0.006913347485644081,0.009501070067926784
1.447893627584782,0.6555050373077393,0.6823009170457983,0.6433018912610251,0.6457271962648347,0.6491171207303316,0.6465010166168211,0.6657113907579886,0.6385673708037329,0.6397278191787861,0.6408518657964819,89.72781602580565,20992,40,0.009004025952890514,0.016589525908588646,0.004734518603838394,0.005999376304403305,0.008265253494256268
1.3569143448076684,0.5644988417625427,0.5912893833652627,0.554575659143619,0.5548899192247335,0.5582043613706316,0.5565014004707336,0.5754191198656627,0.5505105539774281,0.5496578690428168,0.5511688444586031,89.74764006589908,26112,50,0.007997458847239614,0.01587026123137725,0.004065104130392843,0.005232049432808757,0.007035517580031104
1.261047618284476,0.4807629227638245,0.5054245609534939,0.47381801698356885,0.47186190056401256,0.474981460071379,0.47453175485134125,0.4936861806128121,0.4703382369130853,0.4674826427544962,0.4689589360067922,89.77053901645881,31232,60,0.006231166794896127,0.011738379281779667,0.0034797799948137246,0.004379258478091583,0.006022524223813126
1.1628404812837072,0.4104734927415848,0.44380981455508023,0.4010790737393574,0.39890329376226524,0.4003301468633469,0.40383947789669045,0.4284612493295418,0.3981308795702764,0.3952217747162029,0.3952759958448864,89.79747038334456,36352,70,0.006634010560810565,0.015348567313355347,0.00294819421087129,0.003681518556266207,0.005054150400350676
1.0699107522663611,0.34454179704189297,0.3729042054006926,0.3371007589525299,0.33455270476812565,0.33562764325519917,0.3393151700496674,0.36155498655218826,0.3346208616306907,0.3314265629579852,0.33132690227613204,89.82807849111587,41472,80,0.005226630251854658,0.011349219259021706,0.002479897507184528,0.0031261416436389614,0.004300740009412261
0.9794927513179447,0.29268221855163573,0.3273962355224342,0.2800028061582929,0.2787427493348356,0.2819526907056571,0.2871867179870605,0.3142917210886464,0.2779416933554373,0.2761160366964047,0.2783983527682724,89.85861158023351,46592,90,0.005495502147823572,0.013104514585333992,0.002061113274852637,0.0026267120535144717,0.003554337097739335
